title,url,hint,hint_reasons,tags,description,keep,notes
Isolation Story,https://crakengg.itch.io/isolation-story,?,,,"Game-story. This is the story of 2019, when the whole world was on lockdown. A virus appears in the world I created and the hero urgently needs to get home, but he gets stuck in the elevator. And when he gets home, a new ""surprise"" awaits him. The author of the project is Gleb, 9 years old.",,
It'll Be Different,https://baldy0ii.itch.io/born-different,?,,,"My submission for Solo Game Jam You have died. But it doesnât have to be the end. You stand face to face with someone who gives you a choice: pass two trials, and youâll get a chance to be reborn AD / Arrows - Move SPACE - Jump / Skip LMB - Choose / Skip",,
It's Either Them or Us,https://josyan.itch.io/malagajambw,KEEP,+dark,,"""But lately all the roots from your garden have grown,
They cut through my skin, they broke my heart
and all I have left are bones."" Made during Malaga Jam Weekend 15 in February 2023, by: Beicoli - Josyan - Sergio ""Pikas"" - Marc Sureda - Edu Verz - Ivan Papiol - Bibiki Lyrics: Long ago all I wanted was to build a home but I didn't know how to do it so I just hoped Then you came I let you plant the seeds of your fears let you come and water them for years and then we waited But lately all the ",,
"It's Not You, It's Your Trauma",https://concordandcliches.itch.io/itsnotyouitsyourtrauma,KEEP,"+trauma,abuse",,"The world's most prosaic isekai. --- Stuck in an unfamiliar world inside a library that records the entirety of its history through mysteriously magical means, Sammy Baxa must... dust the shelves? Well, at least she's got a friend to accompany her while she waits for a way back home. ""It's Not You, It's Your Trauma"" is a short character-focused game with lots of dialogue and lots of silly faces and just a little bit of drama. --- Content Warnings: Implied Child Abuse Implied Discussion of Suicid",,
It's Worse Than That! - Winter 2025,https://mountainfoot.itch.io/its-worse-than-that-winter-2025,KEEP,+mystery,,"It's time to make things worse. On purpose. It's Worse Than That! is practice for GMs and Keepers who need to deliver consequences under pressure. Twenty-four short scenarios. High-stakes situations where you have to make a call, set a consequence, and keep the table moving before the moment goes stale. This is your improv dojo. Practice. Sharpening. What this is for If you run Brindlewood Bay, Public Access, Trophy, Beneath Ahknoor, or any mystery or dungeon where escalation matters, this is bu",,
J.Edgar Hoover Vs. Kennedy,https://fonee.itch.io/shlap-king-2,?,,,"2024 Global Game Jam Submission: Schlap King 2 | Global Game Jam Info: Play as a stern King who rules with an iron palm. See an audience of peasants and listen to their desperate pleas. Each peasant's plea is different, but there is only one solution... Hit a series of fast paced button combinations to quell the peasants. This game Schlaps. Technology Notes: Game was made in Unity engine. Source control was GitHub. Lots of Whiteboards were used. Audio was recorded in a closet, and music was mixe",,
J.U.L.I.A. Among the Stars,https://cbesoftware.itch.io/julia-among-the-stars,KEEP,"+mystery,point and click,adventure game",,"âJ.U.L.I.A.: Among the Stars is a very well written and beautiful game, especially when you take into account that most of it was done by two people.â 9/10 â Kickstart Ventures âOverall I highly recommend this game, I think it might be somewhat of an unexpected treasure for those who love old style point and click adventures. Itâs definitely a refreshing, thorough and intricate take on the genre. Itâs very well written and I found it a bit of a âpage turnerâ the ending is satisfy",,
JUMP ON HEAD,https://organzola.itch.io/jumponhead,REMOVE,-casual,,"JUMP ON HEAD is a platform fighter with one goal: JUMP ON HEAD.   Casuals and pros alike can enjoy its fast-paced , responsive gameplay.  Play against up to three friends (currently local multiplayer only) on six diverse stages , and try to be the last player standing! Created by Drew Shapiro & Jackson Neu Music by Henry Shapiro Listen to the soundtrack here! NEW! Jump On Head comes to everyone's favorite console: the TI-84 Plus CE! Download JOH84.8xp for free, and use TI-Connect CE to transfer ",,
JUMPGRID,https://ianmaclarty.itch.io/jumpgrid,?,,,"Survive an ever-moving cosmic obstacle course by deftly teleporting between nodes on the ""jump-grid"". Success requires only a few seconds of precision finger ballet, but touch any of the pulsing hazards and the level instantly resets without penalty, ready for you to try again, and again, and again... This is a game about honing your muscle memory until you learn to dance with your fingers! Skin-of-your-teeth gameplay with easy to learn controls Over 100 uniquely challenging levels, plus infinit",,
J_O_U_R_N_E_Y,https://34deoutono.itch.io/j-o-u-r-n-e-y,?,,,Join Cristovo on a very strange adventure as he tries to help others deal with their problems amidst the chaos of the puzzles. Portuguese and English versions available.,,
Jabberwocky,https://polyducks.itch.io/jabberwocky-gameboy,?,,,"Controls: Z to interact Arrow keys to move. Comes with two versions - HTML5 for in-browser and a rom file for emulators. As the story is told, a brave hero will save our village from the mythical Jabberwocky.. the deadline? Tomorrow! Join Hiro on his quest to keep his status as the hero of the village and save the local folk from the foretold misfortunes that burden them. Jabberwocky is an adaptation from the poem written by Lewis Carroll first published 1871, portraying the tale that has lived ",,
Jam and the Mystery of the Mysteriously Spooky Mansion,https://arc-res.itch.io/jam-and-the-mystery-of-the-mysteriously-spooky-mansion,KEEP,"+horror,body horror,mystery,detective,point-and-click",,"The detective prodigy Jam already knows who did the crime, but what the crime actually was remains to be determined. It's up to you to guide Jam through eight rooms of point-and-click puzzles, gather evidence, and deduce what really happened in the  Mystery of the Mysteriously Spooky Mansion. Features 30+ minutes of point-and-click mystery gameplay 15 different endings (plus an extra secret one) At least two or three jokes Includes download of original soundtrack (2 songs) Content warning: PG-13",,
Jenny LeClue - The Journal of Professor Zazer,https://awk.itch.io/jenny-game,KEEP,"+demonic,anxiety",,"""Unauthorized protective equipment constitutes obstruction of suffering. Regulation requires unmitigated harm."" JOIN THE DISCORD Jenny Jeungman's little town buckles under bureaucracy and post-lapinist architecture more aligned with the tastes of demons than rabbits. Now she's caught in a system that rewrites reality and it's up to HER (you) to stop this lunacy! Say hi, Jenny! Die. GAMEPLAY Put on your HAT , swing your bat and steal every gun you see. Fight demons, ghosts, salarymen, and bureauc",,
Jester  King,https://rollingcrown.itch.io/jester-king,KEEP,"+dark,murder,demonic",,"About The court jester, Madion, wakes up by the king's lifeless body. A demonic curse has struck down every true citizen, and driven others to madness. Madion is torn between seeking the truth, helping the survivors, and a desire to escape. From the author of Demonheart comes a new visual novel in a similarly dark setting, dealing with themes of murder, love, trust, and deceit. Features: Story of over 90.000 words. Important lines are voiced over. Choices to build, or re-build, a relationship wi",,
Jet Buster,https://jackdarx.itch.io/jet-buster,REMOVE,-cute,,"LAUNCH OF PRICE of $6.99 applies until November 1! Jet Buster is a 90s-styled anthromorphic shmup, going back to the unusual shmups of the early 90s that were going against the standard spaceship fare at the time. STORY: The year is 2182, it's been almost a decade since the Zeno Wars have ended, with the threat no more, civlizations all across the galaxy have begun to rebuild their society. One such civlization, are the weird humanoid animals living on what humans named, Earth ""J"", the home plan",,
